Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
IAD,Interanterodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Interanterodorsal nucleus of the thalamus,,,1000,21.91
LD,Lateral dorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Lateral dorsal nucleus of thalamus,,,1000,12.3
IMD,Intermediodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Intermediodorsal nucleus of the thalamus,,,1000,43.95
MD,Mediodorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Mediodorsal nucleus of thalamus,,,1000,25.79
SMT,Submedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Submedial nucleus of the thalamus,,,1000,3.2
PR,Perireunensis nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Perireunensis nucleus,,,1000,105.57
PVT,Paraventricular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Paraventricular nucleus of the thalamus,,,1000,225.23
PT,Parataenial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Parataenial nucleus,,,1000,101.33
RE,Nucleus of reuniens,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Nucleus of reuniens,,,1000,31.79
Xi,Xiphoid thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Xiphoid thalamic nucleus,,,1000,31.52
RH,Rhomboid nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Rhomboid nucleus,,,1000,14.22
CM,Central medial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central medial nucleus of the thalamus,,,1000,20.11
PCN,Paracentral nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Paracentral nucleus,,,1000,3.49
CL,Central lateral nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central lateral nucleus of the thalamus,,,1000,25.03
PF,Parafascicular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Parafascicular nucleus,,,1000,23.15
PIL,Posterior intralaminar thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Posterior intralaminar thalamic nucleus,,,1000,59.33
RT,Reticular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,,,,1000,28.55
IGL,Intergeniculate leaflet of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intergeniculate leaflet of the lateral geniculate complex,,,1000,182.12
IntG,Intermediate geniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intermediate geniculate nucleus,,,1000,103.07
LGv,Ventral part of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Ventral part of the lateral geniculate complex,,,1000,219.87
SubG,Subgeniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Subgeniculate nucleus,,,1000,33.65
MH,Medial habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Medial habenula,,,1000,18.58
LH,Lateral habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Lateral habenula,,,1000,21.46
SO,Supraoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Supraoptic nucleus,,,,1000,93.9
ASO,Accessory supraoptic group,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Accessory supraoptic group,,,,1000,65.46
PVH,Paraventricular hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Paraventricular hypothalamic nucleus,,,,1000,87.92
PVa,"Periventricular hypothalamic nucleus, anterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, anterior part",,,,1000,148.29
PVi,"Periventricular hypothalamic nucleus, intermediate part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, intermediate part",,,,1000,59.64
ARH,Arcuate hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Arcuate hypothalamic nucleus,,,,1000,30.21
ADP,Anterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anterodorsal preoptic nucleus,,,,1000,168.41
AVP,Anteroventral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral preoptic nucleus,,,,1000,27.53
AVPV,Anteroventral periventricular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral periventricular nucleus,,,,1000,111.54
DMH,Dorsomedial nucleus of the hypothalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Dorsomedial nucleus of the hypothalamus,,,,1000,179.11
MEPO,Median preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Median preoptic nucleus,,,,1000,252.92
MPO,Medial preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Medial preoptic area,,,,1000,71.93
OV,Vascular organ of the lamina terminalis,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Vascular organ of the lamina terminalis,,,,1000,149.24
PD,Posterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Posterodorsal preoptic nucleus,,,,1000,181.16
PS,Parastrial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Parastrial nucleus,,,,1000,60.1
PVp,"Periventricular hypothalamic nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, posterior part",,,,1000,38.49
PVpo,"Periventricular hypothalamic nucleus, preoptic part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, preoptic part",,,,1000,84.98
SBPV,Subparaventricular zone,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subparaventricular zone,,,,1000,357.22
SCH,Suprachiasmatic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Suprachiasmatic nucleus,,,,1000,768.39
SFO,Subfornical organ,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subfornical organ,,,,1000,0.0
VMPO,Ventromedial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventromedial preoptic nucleus,,,,1000,158.75
VLPO,Ventrolateral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventrolateral preoptic nucleus,,,,1000,58.54
AHN,Anterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Anterior hypothalamic nucleus,,,,1000,138.52
LM,Lateral mammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Lateral mammillary nucleus,,,1000,35.96
MMme,"Medial mammillary nucleus, median part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, median part",,1000,10.64
MMl,"Medial mammillary nucleus, lateral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, lateral part",,1000,36.23
MMm,"Medial mammillary nucleus, medial part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, medial part",,1000,1.73
MMp,"Medial mammillary nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, posterior part",,1000,44.9
MMd,"Medial mammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, dorsal part",,1000,49.88
SUM,Supramammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Supramammillary nucleus,,,1000,164.75
TMd,"Tuberomammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, dorsal part",,1000,10.93
TMv,"Tuberomammillary nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, ventral part",,1000,6.56
MPN,Medial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Medial preoptic nucleus,,,,1000,53.75
PMd,Dorsal premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Dorsal premammillary nucleus,,,,1000,26.29
PMv,Ventral premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventral premammillary nucleus,,,,1000,31.37
PVHd,"Paraventricular hypothalamic nucleus, descending division",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,"Paraventricular hypothalamic nucleus, descending division",,,,1000,165.33
VMH,Ventromedial hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventromedial hypothalamic nucleus,,,,1000,52.44
PH,Posterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Posterior hypothalamic nucleus,,,,1000,206.84
LHA,Lateral hypothalamic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral hypothalamic area,,,,1000,35.07
LPO,Lateral preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral preoptic area,,,,1000,27.09
PST,Preparasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Preparasubthalamic nucleus,,,,1000,59.95
PSTN,Parasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Parasubthalamic nucleus,,,,1000,70.86
PeF,Perifornical nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Perifornical nucleus,,,,1000,44.4
RCH,Retrochiasmatic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Retrochiasmatic area,,,,1000,16.97
STN,Subthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Subthalamic nucleus,,,,1000,0.0
TU,Tuberal nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Tuberal nucleus,,,,1000,21.43
FF,Fields of Forel,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Zona incerta,Fields of Forel,,,1000,24.76
ME,Median eminence,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Median eminence,,,,,1000,0.0
SCop,"Superior colliculus, optic layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, optic layer",,,,1000,21.9
SCsg,"Superior colliculus, superficial gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, superficial gray layer",,,,1000,9.26
SCzo,"Superior colliculus, zonal layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, zonal layer",,,,1000,4.78
ICc,"Inferior colliculus, central nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, central nucleus",,,,1000,113.17
ICd,"Inferior colliculus, dorsal nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, dorsal nucleus",,,,1000,72.79
ICe,"Inferior colliculus, external nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, external nucleus",,,,1000,100.97
NB,Nucleus of the brachium of the inferior colliculus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus of the brachium of the inferior colliculus,,,,,1000,74.32
SAG,Nucleus sagulum,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus sagulum,,,,,1000,6.32
PBG,Parabigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Parabigeminal nucleus,,,,,1000,0.0
MEV,Midbrain trigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Midbrain trigeminal nucleus,,,,,1000,61.35
SCO,Subcommissural organ,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Subcommissural organ,,,,,1000,79.57
SNr,"Substantia nigra, reticular part",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Substantia nigra, reticular part",,,,,1000,7.08
VTA,Ventral tegmental area,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Ventral tegmental area,,,,,1000,35.79
PN,Paranigral nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Paranigral nucleus,,,,,1000,15.08
RR,"Midbrain reticular nucleus, retrorubral area",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Midbrain reticular nucleus, retrorubral area",,,,,1000,51.03
MRN,Midbrain reticular nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Midbrain reticular nucleus,,,,,1000,30.68
SCdg,"Superior colliculus, motor related, deep gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, deep gray layer",,,,1000,50.41
