Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
PERI,Perirhinal area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Perirhinal area,,,,4702,297.06
ECT,Ectorhinal area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Ectorhinal area,,,,4702,331.93
MOB,Main olfactory bulb,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Main olfactory bulb,,,,4702,1860.11
AOBgl,"Accessory olfactory bulb, glomerular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, glomerular layer",,,4702,
AOBgr,"Accessory olfactory bulb, granular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, granular layer",,,4702,
AOBmi,"Accessory olfactory bulb, mitral layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Accessory olfactory bulb,"Accessory olfactory bulb, mitral layer",,,4702,
AON,Anterior olfactory nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Anterior olfactory nucleus,,,,4702,801.89
TTd,"Taenia tecta, dorsal part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Taenia tecta,"Taenia tecta, dorsal part",,,4702,461.44
TTv,"Taenia tecta, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Taenia tecta,"Taenia tecta, ventral part",,,4702,393.84
DP,Dorsal peduncular area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Dorsal peduncular area,,,,4702,603.34
PIR,Piriform area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Piriform area,,,,4702,435.12
NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Nucleus of the lateral olfactory tract,"Nucleus of the lateral olfactory tract, molecular layer",,,4702,425.99
NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Nucleus of the lateral olfactory tract,"Nucleus of the lateral olfactory tract, pyramidal layer",,,4702,380.89
COAa,"Cortical amygdalar area, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, anterior part",,,4702,569.04
COApl,"Cortical amygdalar area, posterior part, lateral zone",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, posterior part","Cortical amygdalar area, posterior part, lateral zone",,4702,237.88
COApm,"Cortical amygdalar area, posterior part, medial zone",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Cortical amygdalar area,"Cortical amygdalar area, posterior part","Cortical amygdalar area, posterior part, medial zone",,4702,184.55
PAA,Piriform-amygdalar area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Piriform-amygdalar area,,,,4702,296.76
TR,Postpiriform transition area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Olfactory areas,Postpiriform transition area,,,,4702,203.64
CA1,Field CA1,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA1,,4702,129.42
CA2,Field CA2,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA2,,4702,132.75
CA3,Field CA3,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Ammon's horn,Field CA3,,4702,245.89
DG-mo,"Dentate gyrus, molecular layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, molecular layer",,4702,130.44
DG-po,"Dentate gyrus, polymorph layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, polymorph layer",,4702,317.69
DG-sg,"Dentate gyrus, granule cell layer",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Dentate gyrus,"Dentate gyrus, granule cell layer",,4702,362.22
FC,Fasciola cinerea,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Fasciola cinerea,,,4702,89.58
IG,Induseum griseum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Hippocampal region,Induseum griseum,,,4702,193.26
ENTl2,"Entorhinal area, lateral part, layer 2",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, lateral part","Entorhinal area, lateral part, layer 2",4702,435.2
ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, medial part, dorsal zone","Entorhinal area, medial part, dorsal zone, layer 2",4702,139.24
ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Entorhinal area,"Entorhinal area, medial part, dorsal zone","Entorhinal area, medial part, dorsal zone, layer 6",4702,217.68
PAR,Parasubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Parasubiculum,,,4702,12.23
POST,Postsubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Postsubiculum,,,4702,69.09
PRE,Presubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Presubiculum,,,4702,357.11
SUB,Subiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Subiculum,,,4702,88.33
ProS,Prosubiculum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Prosubiculum,,,4702,115.41
HATA,Hippocampo-amygdalar transition area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Hippocampo-amygdalar transition area,,,4702,243.96
APr,Area prostriata,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Hippocampal formation,Retrohippocampal region,Area prostriata,,,4702,0.0
CLA,Claustrum,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Claustrum,,,,,4702,700.22
EPd,"Endopiriform nucleus, dorsal part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Endopiriform nucleus,"Endopiriform nucleus, dorsal part",,,,4702,449.73
EPv,"Endopiriform nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Endopiriform nucleus,"Endopiriform nucleus, ventral part",,,,4702,255.42
LA,Lateral amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Lateral amygdalar nucleus,,,,,4702,435.35
BLAa,"Basolateral amygdalar nucleus, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, anterior part",,,,4702,540.46
BLAp,"Basolateral amygdalar nucleus, posterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, posterior part",,,,4702,278.25
BLAv,"Basolateral amygdalar nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basolateral amygdalar nucleus,"Basolateral amygdalar nucleus, ventral part",,,,4702,252.19
BMAa,"Basomedial amygdalar nucleus, anterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basomedial amygdalar nucleus,"Basomedial amygdalar nucleus, anterior part",,,,4702,398.79
BMAp,"Basomedial amygdalar nucleus, posterior part",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Basomedial amygdalar nucleus,"Basomedial amygdalar nucleus, posterior part",,,,4702,501.25
PA,Posterior amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical subplate,Posterior amygdalar nucleus,,,,,4702,293.66
CP,Caudoputamen,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum dorsal region,Caudoputamen,,,,4702,103.6
ACB,Nucleus accumbens,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Nucleus accumbens,,,,4702,450.14
FS,Fundus of striatum,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Fundus of striatum,,,,4702,333.09
OT,Olfactory tubercle,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum ventral region,Olfactory tubercle,,,,4702,211.62
LSc,"Lateral septal nucleus, caudal (caudodorsal) part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, caudal (caudodorsal) part",,,4702,191.61
LSr,"Lateral septal nucleus, rostral (rostroventral) part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, rostral (rostroventral) part",,,4702,557.33
LSv,"Lateral septal nucleus, ventral part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Lateral septal nucleus,"Lateral septal nucleus, ventral part",,,4702,1089.66
SF,Septofimbrial nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Septofimbrial nucleus,,,,4702,153.53
SH,Septohippocampal nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Lateral septal complex,Septohippocampal nucleus,,,,4702,687.96
AAA,Anterior amygdalar area,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Anterior amygdalar area,,,,4702,508.51
BA,Bed nucleus of the accessory olfactory tract,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Bed nucleus of the accessory olfactory tract,,,,4702,473.17
CEAc,"Central amygdalar nucleus, capsular part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, capsular part",,,4702,298.43
CEAl,"Central amygdalar nucleus, lateral part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, lateral part",,,4702,409.52
CEAm,"Central amygdalar nucleus, medial part",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Central amygdalar nucleus,"Central amygdalar nucleus, medial part",,,4702,360.85
IA,Intercalated amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Intercalated amygdalar nucleus,,,,4702,839.6
MEA,Medial amygdalar nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Striatum,Striatum-like amygdalar nuclei,Medial amygdalar nucleus,,,,4702,430.41
GPe,"Globus pallidus, external segment",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, dorsal region","Globus pallidus, external segment",,,,4702,8.94
GPi,"Globus pallidus, internal segment",root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, dorsal region","Globus pallidus, internal segment",,,,4702,44.71
SI,Substantia innominata,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, ventral region",Substantia innominata,,,,4702,199.3
MA,Magnocellular nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, ventral region",Magnocellular nucleus,,,,4702,100.29
MS,Medial septal nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Medial septal complex,Medial septal nucleus,,,4702,484.2
NDB,Diagonal band nucleus,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Medial septal complex,Diagonal band nucleus,,,4702,425.6
TRS,Triangular nucleus of septum,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, medial region",Triangular nucleus of septum,,,,4702,28.68
BST,Bed nuclei of the stria terminalis,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, caudal region",Bed nuclei of the stria terminalis,,,,4702,563.23
BAC,Bed nucleus of the anterior commissure,root,Basic cell groups and regions,Cerebrum,Cerebral nuclei,Pallidum,"Pallidum, caudal region",Bed nucleus of the anterior commissure,,,,4702,326.39
VAL,Ventral anterior-lateral complex of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral anterior-lateral complex of the thalamus,,,4702,19.75
VM,Ventral medial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral medial nucleus of the thalamus,,,4702,205.04
VPL,Ventral posterolateral nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,Ventral posterolateral nucleus of the thalamus,,4702,18.41
VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,"Ventral posterolateral nucleus of the thalamus, parvicellular part",,4702,36.75
VPM,Ventral posteromedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,Ventral posteromedial nucleus of the thalamus,,4702,7.43
VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Ventral posterior complex of the thalamus,"Ventral posteromedial nucleus of the thalamus, parvicellular part",,4702,73.58
PoT,Posterior triangular thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Ventral group of the dorsal thalamus,Posterior triangular thalamic nucleus,,,4702,124.67
SPFm,"Subparafascicular nucleus, magnocellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,"Subparafascicular nucleus, magnocellular part",,,4702,1050.17
SPFp,"Subparafascicular nucleus, parvicellular part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular nucleus,"Subparafascicular nucleus, parvicellular part",,,4702,379.53
SPA,Subparafascicular area,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Subparafascicular area,,,,4702,796.46
PP,Peripeduncular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related",Peripeduncular nucleus,,,,4702,418.97
MGd,"Medial geniculate complex, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, dorsal part",,4702,44.65
MGv,"Medial geniculate complex, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, ventral part",,4702,107.03
MGm,"Medial geniculate complex, medial part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Medial geniculate complex,"Medial geniculate complex, medial part",,4702,147.67
LGd-sh,"Dorsal part of the lateral geniculate complex, shell",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, shell",,4702,126.36
LGd-co,"Dorsal part of the lateral geniculate complex, core",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, core",,4702,153.02
LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, sensory-motor cortex related","Geniculate group, dorsal thalamus",Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, ipsilateral zone",,4702,17.75
LP,Lateral posterior nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Lateral posterior nucleus of the thalamus,,,4702,48.71
PO,Posterior complex of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Posterior complex of the thalamus,,,4702,3.56
POL,Posterior limiting nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Posterior limiting nucleus of the thalamus,,,4702,192.51
SGN,Suprageniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Suprageniculate nucleus,,,4702,152.6
Eth,Ethmoid nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Lateral group of the dorsal thalamus,Ethmoid nucleus of the thalamus,,,4702,36.43
AV,Anteroventral nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteroventral nucleus of thalamus,,,4702,52.7
AMd,"Anteromedial nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteromedial nucleus,"Anteromedial nucleus, dorsal part",,4702,469.38
AMv,"Anteromedial nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anteromedial nucleus,"Anteromedial nucleus, ventral part",,4702,556.44
AD,Anterodorsal nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Anterodorsal nucleus,,,4702,79.13
IAM,Interanteromedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Interanteromedial nucleus of the thalamus,,,4702,1023.63
IAD,Interanterodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Interanterodorsal nucleus of the thalamus,,,4702,894.74
LD,Lateral dorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Anterior group of the dorsal thalamus,Lateral dorsal nucleus of thalamus,,,4702,38.76
IMD,Intermediodorsal nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Intermediodorsal nucleus of the thalamus,,,4702,492.35
MD,Mediodorsal nucleus of thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Mediodorsal nucleus of thalamus,,,4702,247.15
SMT,Submedial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Submedial nucleus of the thalamus,,,4702,15.03
PR,Perireunensis nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Medial group of the dorsal thalamus,Perireunensis nucleus,,,4702,817.83
PVT,Paraventricular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Paraventricular nucleus of the thalamus,,,4702,1270.2
PT,Parataenial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Parataenial nucleus,,,4702,888.06
RE,Nucleus of reuniens,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Nucleus of reuniens,,,4702,553.77
Xi,Xiphoid thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Midline group of the dorsal thalamus,Xiphoid thalamic nucleus,,,4702,542.13
RH,Rhomboid nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Rhomboid nucleus,,,4702,357.46
CM,Central medial nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central medial nucleus of the thalamus,,,4702,592.31
PCN,Paracentral nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Paracentral nucleus,,,4702,77.12
CL,Central lateral nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Central lateral nucleus of the thalamus,,,4702,159.3
PF,Parafascicular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Parafascicular nucleus,,,4702,104.34
PIL,Posterior intralaminar thalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Intralaminar nuclei of the dorsal thalamus,Posterior intralaminar thalamic nucleus,,,4702,305.01
RT,Reticular nucleus of the thalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Reticular nucleus of the thalamus,,,,4702,185.34
IGL,Intergeniculate leaflet of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intergeniculate leaflet of the lateral geniculate complex,,,4702,962.49
IntG,Intermediate geniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Intermediate geniculate nucleus,,,4702,768.83
LGv,Ventral part of the lateral geniculate complex,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Ventral part of the lateral geniculate complex,,,4702,580.72
SubG,Subgeniculate nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related","Geniculate group, ventral thalamus",Subgeniculate nucleus,,,4702,139.27
MH,Medial habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Medial habenula,,,4702,44.11
LH,Lateral habenula,root,Basic cell groups and regions,Brain stem,Interbrain,Thalamus,"Thalamus, polymodal association cortex related",Epithalamus,Lateral habenula,,,4702,231.47
SO,Supraoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Supraoptic nucleus,,,,4702,463.91
ASO,Accessory supraoptic group,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Accessory supraoptic group,,,,4702,1425.78
PVH,Paraventricular hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Paraventricular hypothalamic nucleus,,,,4702,589.31
PVa,"Periventricular hypothalamic nucleus, anterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, anterior part",,,,4702,1262.81
PVi,"Periventricular hypothalamic nucleus, intermediate part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,"Periventricular hypothalamic nucleus, intermediate part",,,,4702,894.56
ARH,Arcuate hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular zone,Arcuate hypothalamic nucleus,,,,4702,389.62
ADP,Anterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anterodorsal preoptic nucleus,,,,4702,1397.88
AVP,Anteroventral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral preoptic nucleus,,,,4702,684.29
AVPV,Anteroventral periventricular nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Anteroventral periventricular nucleus,,,,4702,650.13
DMH,Dorsomedial nucleus of the hypothalamus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Dorsomedial nucleus of the hypothalamus,,,,4702,974.6
MEPO,Median preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Median preoptic nucleus,,,,4702,1815.66
MPO,Medial preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Medial preoptic area,,,,4702,842.59
OV,Vascular organ of the lamina terminalis,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Vascular organ of the lamina terminalis,,,,4702,1770.39
PD,Posterodorsal preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Posterodorsal preoptic nucleus,,,,4702,137.38
PS,Parastrial nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Parastrial nucleus,,,,4702,983.1
PVp,"Periventricular hypothalamic nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, posterior part",,,,4702,250.52
PVpo,"Periventricular hypothalamic nucleus, preoptic part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,"Periventricular hypothalamic nucleus, preoptic part",,,,4702,1105.16
SBPV,Subparaventricular zone,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subparaventricular zone,,,,4702,2031.19
